Id tin,Tiêu đề tin,Địa điểm tuyển dụng,Tỉnh thành tuyển dụng,Chức vụ,Mức lương,Hình thức làm việc,Ngành nghề,Lĩnh vực,Kinh nghiệm
783052,TUYỂN LAO ĐỘNG PHỔ THÔNG ĐÓNG GÓI HÀNG HOÁ,379/1 D1 Thị Xã Dĩ An Bình Dương,Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Lao động phổ thông,Thợ Học Việc,Không yêu cầu
783051,Tuyển gấp lao động part time phổ thông lương 7-9 triệu uy tín nhận lương theo tuần,Quận Bình Tân Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Nhập liệu, Mỹ phẩm - Thời trang - Trang sức, Y tế - Dược",bác sĩ part time,Không yêu cầu
783050,Việc làm thêm cho học sinh lương 7-9tr tháng buổi tối thời gian tự do chỉ 2-3h ngày,Huyện Bến Lức Long An,Long An,Nhân viên,7 - 10 triệu,Bán thời gian,"Ô tô - xe máy, Y tế - Dược, Đầu bếp - phụ bếp",phụ bếp bao ăn ở,Không yêu cầu
783048,"Cần gấp 2 nhân viên phụ bán đồ uống như cà phê, trà sữa",Đường D9 Tây Thạnh Tân Phú,Hồ Chí Minh,Nhân viên,3 - 5 triệu,Bán thời gian tạm thời,"Việc làm thời vụ, Việc làm bán hàng, Sinh viên làm thêm",sinh viên bán cafe,Không yêu cầu
783047,Nhân viên bảo trì thang máy,362/25/8 Phan huy ích P12 QGò Vấp Tp HCM,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Bảo trì, Điện - Điện tử, Kỹ thuật",kỹ thuật thang máy,1 - 2 năm kinh nghiệm
783045,Nhân viên Thu hồi nợ tại Bình Thuận,258 Lê Thanh Nghị,Bình Thuận,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Luật - Pháp lý, Ngành nghề khác, Ngân hàng - Chứng khoán - Đầu tư",bộ đội xuất ngũ,Không yêu cầu
783044,NHÂN VIÊN TƯ VẤN TÍN DỤNG TIÊU DÙNG,"Khu đô thị Vạn Phúc City (Nhà 79 đường số 37, Phường Hiệp Bình Phước, Quận Thủ Đức, TPHCM)",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Tư vấn,chuyên viên tư vấn ngân hàng,Không yêu cầu
783043,( GẤP) NHÂN VIÊN NHẮC PHÍ QUA ĐIỆN THOẠI,"18A CỘNG HOÀ, F12, TÂN BÌNH (bên hông Lotte, khu Quân Đội, Học Viện Hàng Không )",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Tài chính, Telesales, Tư vấn",chuyên viên tư vấn ngân hàng,Không yêu cầu
783042,[Startup-HCM] Công Ty Công Nghệ Có Trụ Sở Tại Singapore Sweego Tuyển Dụng Nhân Viên Kinh Doanh Full-time,"Rilex Coworking Space, Số 1, Đường số 10, P. Thảo Điền, Q2, TPHCM",Hồ Chí Minh,Mới Tốt Nghiệp,5 - 7 triệu,Toàn thời gian cố định,Thương mại điện tử,Nhân viên kinh doanh thương mại điện tử,Không yêu cầu
783041,Nhân viên Thu hồi nợ tại Ninh Thuận,258 Lê Thanh Nghị,Ninh Thuận,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Luật - Pháp lý, Ngân hàng - Chứng khoán - Đầu tư, Ngành nghề khác",bộ đội xuất ngũ,Không yêu cầu
783040,Nhân viên Thu hồi nợ tại Phú Yên,258 Lê Thanh Nghị,Phú Yên,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Luật - Pháp lý, Ngân hàng - Chứng khoán - Đầu tư, Ngành nghề khác",bộ đội xuất ngũ,Không yêu cầu
783039,Cộng Tác Viên Content Part-time,"Hà Thành Office - 102 Thái Thịnh, Đống Đa, Hà Nội",Hà Nội,Thực tập sinh,1 - 3 triệu,Bán thời gian,Truyền thông,cộng tác viên truyền thông,Không yêu cầu
783038,Việc làm thêm cho học sinh hè part time lương 7-9tr tháng làm việc tại nhà 2-3h ngày,Thành Phố Tân An Long An,Long An,Nhân viên,7 - 10 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Sinh viên làm thêm, Tìm việc làm thêm",it part time,Không yêu cầu
783037,Sales Coordinate - 3 positions ( Up to 1000),"Phòng 101,Tầng 1 , Tòa nhà HaDo Airport Building, 02 Hồng Hà, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Logistic, Vận chuyển giao nhận",nhân viên chứng từ logistics,1 - 2 năm kinh nghiệm
783036,NHÂN VIÊN THU HỒI NỢ TẠI QUẢNG NAM,258 Lê Thanh Nghị,Quảng Nam,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Luật - Pháp lý, Ngân hàng - Chứng khoán - Đầu tư, Ngành nghề khác",bộ đội xuất ngũ,Không yêu cầu
783035,Nhân viên Sale,28D2 nối dài,Hồ Chí Minh,Mới Tốt Nghiệp,7 - 10 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Telesales",Nhân Viên Sale Online,Không yêu cầu
783034,Thực tập sinh kinh doanh,"12 - 14 Đường số 3 KDC Bình Phú, Phường 11, Quận 6, TP. HCM",Hồ Chí Minh,Mới Tốt Nghiệp,5 - 7 triệu,Toàn thời gian cố định,"Telesales, Việc làm bán hàng, Sinh viên mới tốt nghiệp - Thực tập",nhân viên bán hàng qua điện thoại,Không yêu cầu
783033,TỔ TRƯỞNG TRẮC ĐỊA,"23-25 Đường số 13, KDC Nam Long, P. An Lạc, Q. Bình Tân, Tp. HCM",Hồ Chí Minh,Trưởng nhóm,10 - 15 triệu,Toàn thời gian cố định,Trắc địa,nhân viên bán hàng qua điện thoại,1 - 2 năm kinh nghiệm
783032,NHÂN VIÊN DIGITAL,Tầng 12 Tháp B Tòa nhà Sông Đà 18 Phạm Hùng Mỹ Đình Hà Nội,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Marketing - PR, Ngành nghề khác, Tiếp thị - Quảng cáo",nhân viên quảng cáo,0 - 1 năm kinh nghiệm
783031,Kế toán kho biết tiếng Trung,Khu công nghiệp Deep C - Hải Phòng,Hải Phòng,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Kế toán - Kiểm toán, Sản xuất - Vận hành sản xuất",kế toán kho,2 - 5 năm kinh nghiệm
783030,Research Manage,"506 Nguyễn Đình Chiểu, Phường 4, Quận 3, Thành Phố Hồ Chí Minh.",Hồ Chí Minh,Giám Đốc,Trên 30 triệu,Toàn thời gian cố định,Marketing - PR,PR Manager,2 - 5 năm kinh nghiệm
783029,Thực tập sinh MO,Lầu 5 số 1448 đường 3 tháng 2 Quận 11,Hồ Chí Minh,Thực tập sinh,Thỏa thuận,Bán thời gian,Marketing - PR,thực tập marketing online,Không yêu cầu
783028,TUYỂN 10 NHÂN VIÊN KINH DOANH LÀM GIỜ HÀNH CHÍNH TẠI VĂN PHÒNG,12A LÊ LỢI PHƯỜNG HOÀ PHÚ THÀNH PHỐ MỚI BÌNH DƯƠNG,Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,KD bất động sản,nhân viên tư vấn bất động sản,Không yêu cầu
783027,Chuyên viên Tư vấn Tài chính,"67 Đinh Bộ Lĩnh, Phường 26, quận Bình Thạnh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Tư vấn, Tài chính",nhân viên tư vấn,Không yêu cầu
783026,Việc làm thêm part time hè 2-3h ngày lương 7-9 triệu 1tháng uy tín,Huyện Long Thành Đồng Nai,Đồng Nai,Nhân viên,10 - 15 triệu,Bán thời gian,"Giáo dục - Đào tạo, Đầu bếp - phụ bếp, Sinh viên làm thêm",sinh viên xây dựng làm thêm,Không yêu cầu
783025,WEBSITE DESIGNER,"Tầng 2, Số 19, Ngõ 68, Đường Lưu Hữu Phước, Phường Mỹ Đình I, Quận Nam Từ Liêm, TP. Hà Nội.",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"IT phần mềm, Thiết kế web, Thiết kế - Mỹ thuật",designer,1 - 2 năm kinh nghiệm
783024,PHỤ VIỆC TRẮC ĐỊA,"23-25 Đường Số 13, Kdc Nam Long, P.An Lạc, Q.Bình Tân, TPHCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Lao động phổ thông, Trắc địa",designer,Không yêu cầu
783023,Trưởng phòng Kinh Doanh,Số 119 Nguyễn Ngọc Nại Thanh Xuân Hà Nội,Hà Nội,Trưởng Phòng,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Quản trị kinh doanh, Phát triển thị trường",nhân viên kinh doanh thị trường,2 - 5 năm kinh nghiệm
783022,Marketing staff,28D2 nối dài,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Marketing - PR,marketing facebook,1 - 2 năm kinh nghiệm
783021,Nhân viên kinh doanh,Số 54A TNR Tower Nguyễn Chí Thanh Hà Nội,Hà Nội,Nhân viên,15 - 20 triệu,Bán thời gian,"Bảo hiểm, Nhân sự, Tư vấn",thực tập quản lý nhân sự,Không yêu cầu
783020,Kỹ sư cơ khí,Khu công nghiệp Đình Vũ - Hải Phòng,Hải Phòng,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Cơ khí - Chế tạo, Sản xuất - Vận hành sản xuất",Thợ Cơ Khí,1 - 2 năm kinh nghiệm
783019,Chuyên Viên Tuyển Dụng,5-7-9-11 Nội Khu Hưng Gia 4 Phường Tân Phong Quận7,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Bảo hiểm, KD bất động sản",sale căn hộ,Không yêu cầu
783018,Nhân viên hành chính nhân sự,06 Nguyễn Hoàng,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Thư ký - Trợ lý",admin hành chính,0 - 1 năm kinh nghiệm
783017,NHÂN VIÊN KINH DOANH,54 Nguyễn Thị Nghĩa phường 2 TP Đà Lạt,Lâm Đồng,Nhân viên,3 - 5 triệu,Toàn thời gian cố định,"KD bất động sản, Ngành nghề khác",sale căn hộ,Không yêu cầu
783016,CHUYÊN VIÊN TUYỂN DỤNG,272 nguyễn lân,Hà Nội,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Nhân sự,chuyên viên nhân sự,0 - 1 năm kinh nghiệm
783015,KỸ SƯ BẢO TRÌ MÁY,Số 288 Thoại Ngọc Hầu Phường Phú thạnh Quận Tân Phú,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Khác,"Cơ khí - Chế tạo, Bảo trì",bảo trì cơ điện,2 - 5 năm kinh nghiệm
783014,NHÂN VIÊN VĂN PHÒNG,33 Ngô Quang Huy PHường Thảo Điền Quận 2,Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Marketing - PR, Chăm sóc khách hàng, Mỹ phẩm - Thời trang - Trang sức",Customer Service,Không yêu cầu
783013,Việc làm 2-3 giờ 1ngày lương7-9triệu 1tháng làm theo giờ có thể làm thêm buổi tối,Huyện Bình Chánh Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Đầu bếp - phụ bếp, Khách sạn - Nhà hàng",phụ quán cơm chay,Không yêu cầu
783012,Nhân viên marketing,Ngõ 27 Đại Cồ Việt,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Marketing - PR, Tiếp thị - Quảng cáo",chuyên viên digital marketing,0 - 1 năm kinh nghiệm
783011,Nhân viên Kỹ thuật Ép nhựa,"Cụm CN Thạnh Phú - Thiện Tân, đường Đồng Khởi, xã Thạnh Phú, huyện Vĩnh Cửu, tỉnh Đồng Nai",Đồng Nai,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Cơ khí - Chế tạo, Điện - Điện tử, Sinh viên mới tốt nghiệp - Thực tập",kỹ sư mới ra trường,Không yêu cầu
783010,Nhân viên Marketing,Số 116 phố Hà Kế Tấn,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Marketing - PR,Content Marketing,0 - 1 năm kinh nghiệm
783009,[QUẬN 5] - NHÂN VIÊN KINH DOANH,77 Trần Nhân Tôn Phường 9 Quận 5,Hồ Chí Minh,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Bảo hiểm, Du lịch, KD bất động sản",nhân viên bảo hiểm nhân thọ,0 - 1 năm kinh nghiệm
783007,Nhân Viên Điều Phối - Chăm Sóc Khách Hàng,109-111 Nam Kỳ Khởi Nghĩa P3 TPVT,Bà Rịa Vũng Tàu,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Điện - Điện tử",nhân viên hỗ trợ khách hàng,1 - 2 năm kinh nghiệm
783006,Nhân Viên Marketing Ecommerce,Số 4 đường số 9 Khu dân cư Cityland Park Hill Phường 10 Gò Vấp Tp Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Marketing - PR,social media executive,1 - 2 năm kinh nghiệm
783005,Trưởng phòng Cơ điện làm việc tại Hà Nam,124 Tôn Đức Thắng Đống Đa Hà Nội,Hà Nam,Trưởng Phòng,20 - 30 triệu,Toàn thời gian cố định,"Điện - Điện tử, Cơ khí - Chế tạo, Khu chế xuất - Khu công nghiệp",Trưởng Phòng Cơ Điện,2 - 5 năm kinh nghiệm
783004,Nhân viên kinh doanh,Số 116 phố Hà Kế Tấn,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,nhân viên kinh doanh b2b,Không yêu cầu
783003,Nhân viên kinh doanh,275 Nguyễn Văn Đậu Phường 11 Quận Bình Thạnh TP HCM,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,nhân viên kinh doanh không cần kinh nghiệm,Không yêu cầu
783002,NHÂN VIÊN KỸ THUẬT CƠ KHÍ,Số 999 Ấp Bình Thủy Xã Hòa Khánh Đông Huyện Đức Hòa Tỉnh Long An,Long An,Nhân viên,10 - 15 triệu,Khác,Cơ khí - Chế tạo,kỹ thuật cơ khí,1 - 2 năm kinh nghiệm
783001,NV xuất nhập khẩu,"Lô C, KCN Suối Dầu, Cam Lâm, Khánh Hòa",Khánh Hòa,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Xuất - nhập khẩu, Logistic, Ngành nghề khác",nhân viên thanh toán quốc tế,1 - 2 năm kinh nghiệm
783000,Nhân viên kế toán nội bộ,"Nhà A14 ngách 3/10 đường liên Cơ, Phường Cầu Diễn, Quận nam Từ Liêm, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Kế toán - Kiểm toán, Xuất - nhập khẩu",kế toán nội bộ,1 - 2 năm kinh nghiệm
782999,Giáo viên,302 Nguyễn Văn Đậu Bình Thạnh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Giáo dục - Đào tạo,giáo viên,1 - 2 năm kinh nghiệm
782998,Nhân viên Kinh doanh có lương cứng,"Nhà A14 ngách 3/10 đường liên Cơ, Phường Cầu Diễn, Quận nam Từ Liêm, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Việc làm bán hàng, Tư vấn",chuyên viên kinh doanh,0 - 1 năm kinh nghiệm
782997,Nhân viên kinh doanh,275 Nguyễn Văn Đậu P11 Q Bình Thạnh Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Khác,Nhân viên kinh doanh,nhân viên phòng kinh doanh,Không yêu cầu
782996,NHÂN VIÊN ĐỨNG MÁY SẢN XUẤT TUÝT NHÔM,Số 999 Ấp Bình Thủy Xã Hòa Khánh Đông Huyện Đức Hòa Tỉnh Long An,Long An,Nhân viên,7 - 10 triệu,Khác,Lao động phổ thông,Công Nhân,Không yêu cầu
782995,PHÓ PHÒNG KD Vpbank quận 6,56 BÌNH PHÚ P11 Q6 HCM,Hồ Chí Minh,Phó phòng,15 - 20 triệu,Toàn thời gian cố định,"Ngân hàng - Chứng khoán - Đầu tư, Quản trị kinh doanh, Tài chính",Phó Phòng Kinh Doanh,1 - 2 năm kinh nghiệm
782994,Nhân viên kinh doanh,275 Nguyễn Văn Đậu phường 11 quận Bình Thạnh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Việc làm bán hàng,nhân viên tư vấn bán hàng,Không yêu cầu
782993,Marketing Executive,Thành phố Nam Định,Nam Định,Trưởng nhóm,10 - 15 triệu,Toàn thời gian cố định,"Marketing - PR, Vận chuyển giao nhận",Marketing Executive,1 - 2 năm kinh nghiệm
782992,Nhân Viên Kế Toán (Chuyên Về Công Nợ Nước Ngoài),"174/13 Điện Biên Phủ, P.17, Bình Thạnh",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Kế toán - Kiểm toán, Xuất - nhập khẩu",nhân viên kế toán,1 - 2 năm kinh nghiệm
782991,Kế toán trưởng làm việc tại Hà Nam,124 Tôn Đức Thắng Đống Đa Hà Nội,Hà Nam,Trưởng Phòng,15 - 20 triệu,Toàn thời gian cố định,"Kế toán - Kiểm toán, Tài chính, Quản lý điều hành",kế toán trưởng lương cao,2 - 5 năm kinh nghiệm
782990,NV Thiết kế-Kỹ thuật,"Lô B1-1, Khu A3, Đường D9, Khu Công nghiệp Rạch Bắp, xã An Tây, Bến Cát, Bình Dương",Bình Dương,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Cơ khí - Chế tạo, Điện - Điện tử",kỹ sư thiết kế tủ điện,0 - 1 năm kinh nghiệm
782989,Nữ nhân viên bán hàng Q3 HCM lương từ 7 triệu rưỡi thêm thưởng,202A Nguyễn Thị Minh Khai F6 Q3 HCM,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Việc làm bán hàng,Nhân Viên Bán Hàng,Không yêu cầu
782987,Nhân viên kinh doanh,302 Nguyễn Văn Đậu Bình Thạnh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Kinh Doanh Biết Tiếng Anh,Không yêu cầu
782986,Fresher- Nhân viên- Kỹ sư chưa có kinh nghiệm,Tầng 33 keangnam Hà Nội,Hà Nội,Mới Tốt Nghiệp,15 - 20 triệu,Toàn thời gian cố định,"Điện tử viễn thông, Điện - Điện tử, Sinh viên mới tốt nghiệp - Thực tập",kỹ sư mạng viễn thông,Không yêu cầu
782985,Bảo Vệ Nhà Máy tại Tiên Du - Bắc Ninh,KCN Đại Đồng - Tiên Du - Bắc Ninh,Bắc Ninh,Nhân viên,5 - 7 triệu,Hợp đồng,"Bảo vệ, Lao động phổ thông, Vận tải - Lái xe",bảo vệ văn phòng,Không yêu cầu
782984,Nhân viên tư vấn tín dụng,"Lầu 16, Tòa Nhà Sailing Tower, 111A Pasteur, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Tư vấn,nhân viên tư vấn tín dụng,Không yêu cầu
782983,Nhân viên chứng từ xuất nhập khẩu,77 Nguyễn Trọng Lội Phường Tân Bình Tp Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Xuất - nhập khẩu,nhân viên khai báo hải quan,1 - 2 năm kinh nghiệm
782982,IoT Engineer,140 Lý Chính Thắng Phường 7 Quận 3,Hồ Chí Minh,Nhân viên,20 - 30 triệu,Toàn thời gian cố định,"IT phần mềm, Điện tử viễn thông",lập trình AI,1 - 2 năm kinh nghiệm
782981,Nhân viên Kinh Doanh - Telesales,196 Hà Huy Giáp Phường Thạnh Lộc Quận 12,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Kinh Doanh Hàng Tiêu Dùng,Không yêu cầu
782980,Trình Dược Viên,Võ Thị Sáu Phường Đa Kao Quận 1 TP HCM,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Y tế - Dược,Trình Dược Viên,Không yêu cầu
782979,NHÂN VIÊN KINH DOANH - QUẢNG NAM,Nguyễn Văn Linh Đà Nẵng,Quảng Nam,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Tư vấn, Nhân viên kinh doanh, Giáo dục - Đào tạo",nhân viên kinh doanh giáo dục,1 - 2 năm kinh nghiệm
782978,NHÂN VIÊN SALE THỊ TRƯỜNG,129 Phan Đình Phùng phường 17 quận Phú Nhuận HCM,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Việc làm bán hàng",nhân viên kinh doanh thực phẩm,0 - 1 năm kinh nghiệm
782977,Nhân viên Hành Chính- Nhân Sự,Vincom Dong Khoi Tower-72 Le Thanh Ton-Ben Nghe-HCM-Vietnam,Hồ Chí Minh,Nhân viên,15 - 20 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Nhân sự",nhân viên văn phòng biết tiếng trung,1 - 2 năm kinh nghiệm
782976,Nam hướng dẫn Khách xem Bất động sản,281 D Lãnh Binh Thăng P8 Q11,Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,KD bất động sản,môi giới nhà đất,Không yêu cầu
782975,NHÂN VIÊN KINH DOANH NỘI THẤT,143 PHẠM HUY THÔNG GÒ VẤP HỒ CHÍ MINH,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Kiến trúc - Tk nội thất",Nhân Viên Kinh Doanh Nội Thất,0 - 1 năm kinh nghiệm
782974,Chuyện viên Digital Marketing Cơ bản,"71A Văn Cao, Liễu Giai, Ba Đình, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Marketing - PR,marketing facebook,0 - 1 năm kinh nghiệm
